[regular verb]
aah,aahed
blockhead,blockheaded
print,printed
serif,serifed
bolter,boltered
cement,cemented
defile,defiled
drench,drenched
bloode,blooded
fleck,flecked
freeze,frozen
bloody,bloodied
scepter,sceptered
plash,plashed
pollute,polluted
bloodr,bloodred
scrawl,scrawled
bloodsh,bloodshed
spatter,spattered
bloodstain,bloodstained
swell,swelled
bloom,bloomed
bloop,blooped
blossom,blossomed
blotch,blotched
blot,blotted
blouse,bloused
bloviate,bloviated
blow,blowed
mold,molded
blow,blown
molde,molded
blowse,blowsed
blowze,blowzed
blub,blubbed
blubber,blubbered
bludge,bludged
bludgeon,bludgeoned
bluebell,bluebelled
check,checked
bluecoate,bluecoated
blu,blued
blueheart,bluehearted
mottle,mottled
bluenose,bluenosed
pencile,penciled
pencill,pencilled
blueprint,blueprinted
raye,rayed
roll,rolled
stain,stained
stem,stemmed
stripe,striped
wattle,wattled
bow,bowed
bluff,bluffed
blume,blumed
blunder,blundered
blunderhead,blunderheaded
blunge,blunged
blunt,blunted
bluntheart,blunthearted
lo,lobed
blurb,blurbed
blurt,blurted
blush,blushed
suffuse,suffused
bluster,blustered
board,boarded
boast,boasted
boate,boated
bobb,bobbed
bobble,bobbled
bobsl,bobsled
bobsled,bobsledded
bobsled,bobsleded
bobtail,bobtailed
bocklog,bocklogged
bod,boded
bodice,bodiced
centere,centered
cent,centred
bodysurf,bodysurfed
bogey,bogeyed
bog,bogged
boggle,boggled
bogle,bogled
bogue,bogued
boycot,boycotted
boil,boiled
bold,bolded
boldface,boldfaced
boldheart,boldhearted
spirite,spirited
bolection,bolectioned
bol,boled
boll,bolled
bollix,bollixed
bollox,bolloxed
bolo,boloed
bolshevize,bolshevized
bolster,bolstered
bolt,bolted
bombard,bombarded
bom,bombed
bond,bonded
bonehead,boneheaded
lace,laced
bonge,bonged
bonk,bonked
bonnet,bonneted
boo,boobed
trap,trapped
boodle,boodled
boo,booed
boogy,boogied
boohoo,boohooed
book,booked
boom,boomed
boomerange,boomeranged
boondoggle,boondoggled
boost,boosted
boot,booted
bootie,bootied
bootleg,bootlegged
bootlick,bootlicked
bootstrap,bootstrapped
booze,boozed
bop,bopped
borate,borated
bordure,bordured
fold,folded
boss,bossed
bossey,bosseyed
bosselate,bosselated
boswellize,boswellized
botanise,botanised
botanize,botanized
botche,botched
bother,bothered
botherhead,botherheaded
bothside,bothsided
butt,butted
bottle,bottled
bottomry,bottomried
boulder,bouldered
bounce,bounced
bound,bounded
bountie,bountied
bourgeon,bourgeoned
bouse,boused
bowdlerise,bowdlerised
bowdlerize,bowdlerized
bowel,boweled
bowell,bowelled
bower,bowered
bowl,bowled
bowleg,bowlegged
necke,necked
bowse,bowsed
bowstringe,bowstringed
bowwow,bowwowed
box,boxed
boxhaule,boxhauled
plait,plaited
brabble,brabbled
brachiate,brachiated
bracken,brackened
bracket,bracketed
brail,brailed
craze,crazed
crumple,crumpled
damage,damaged
fever,fevered
injur,injured
brainwash,brainwashed
braird,brairded
braise,braised
bramble,brambled
charme,charmed
embellish,embellished
brand,branded
brandish,brandished
brangle,brangled
brass-arm,brass-armed
fitte,fitted
fronte,fronted
handle,handled
hoove,hooved
mount,mounted
brattice,bratticed
brattle,brattled
bravado,bravadoed
brave,braved
horse,horsed
sense,sensed
soul,souled
bravo,bravoed
brawl,brawled
join,jointed
brazen,brazened
foot,footed
image,imaged
lunge,lunged
mail,mailed
breach,breached
breade,breaded
breakfaste,breakfasted
bream,breamed
breast,breasted
taint,tainted
brecciate,brecciated
breech,breeched
fan,fanned
lift,lifted
brevet,breveted
bribe,bribed
barr,barred
nog,nogged
pave,paved
bride,bridebed
bridle,bridled
brigade,brigaded
brighten,brightened
stud,studded
brim,brimmed
brindle,brindled
soak,soaked
brisken,briskened
bristle,bristled
point,pointed
stalk,stalked
thigh,thighed
brittle,brittled
broach,broached
body,bodied
flap,flapped
ga,gaged
gauge,gauged
leaf,leafed
list,listed
room,roomed
skirt,skirted
way,wayed
wheele,wheeled
broil,broiled
heart,hearted
hip,hipped
knee,kneed
brominate,brominated
bromise,bromised
brooch,brooched
broom,broomed
bry,brown
bande,banded
barrel,barreled
berry,berried
browne,browned
roof,roofed
sai,sailed
tail,tailed
wash,washed
browse,browsed
bruckle,bruckled
bruise,bruised
bruit,bruited
brunch,brunched
brush,brushed
brustle,brustled
brutalise,brutalised
brutalize,brutalized
brute,bruted
brutify,brutified
bubble,bubbled
bubo,buboed
buccan,buccaned
buccan,buccanned
bucke,bucked
buckey,buckeyed
bucket,bucketed
buckle,buckled
buckler,bucklered
buckram,buckramed
buckskin,buckskinned
bucktooth,bucktoothed
bud,budded
buddy,buddied
buddle,buddled
bud,budged
budget,budgeted
buffalo,buffaloed
buff,buffed
buffer,buffered
buffet,buffeted
bufflehead,buffleheaded
bugey,bugeyed
bug,bugged
bugger,buggered
bug,bugled
bulb,bulbed
bulge,bulged
bulkhead,bulkheaded
bullate,bullated
bulldog,bulldogged
bulldoze,bulldozed
bull,bulled
bullet,bulleted
bullethead,bulletheaded
bulletin,bulletined
bulletproof,bulletproofed
bullhead,bullheaded
bully,bullied
bullyrag,bullyragged
bullneck,bullnecked
bullrag,bullragged
bullshit,bullshitted
bullwhip,bullwhipped
bumble,bumbled
bumm,bummed
bumper,bumpered
bunchback,bunchbacked
bunch,bunched
bunco,buncoed
bundle,bundled
bundleroote,bundlerooted
bunge,bunged
bungle,bungled
bunk,bunked
bunker,bunkered
bunko,bunkoed
bunt,bunted
buoy,buoyed
burble,burbled
burden,burdened
bureaucratize,bureaucratized
burgeon,burgeoned
burglarise,burglarised
burglarize,burglarized
burglarproof,burglarproofed
burgle,burgled
bury,buried
burk,burked
burl,burled
burlesque,burlesqued
burn,burned
burnettize,burnettized
burnish,burnished
burnoose,burnoosed
burnouse,burnoused
burnse,burnsed
bur,burped
bur,burred
burrhead,burrheaded
burst,bursted
burthen,burthened
bus,bused
bushel,busheled
bushell,bushelled
grow,grown
wig,wigged
bushwhack,bushwhacked
busybody,busybodied
busie,busied
busk,busked
buskin,buskined
buss,bussed
bus,busted
bustle,bustled
butchere,butchered
butylate,butylated
but,butled
but,butted
butter,buttered
butterfinger,butterfingered
butterfly,butterflied
butteryfinger,butteryfingered
butt,buttled
buttock,buttocked
button,buttoned
buttonhol,buttonholed
buttress,buttressed
buttstrap,buttstrapped
buzze,buzzed
caball,caballed
cabbagehead,cabbageheaded
cab,cabbed
cabble,cabbled
cabin,cabined
cabinet,cabineted
cable,cabled
caboch,caboched
cabosh,caboshed
caboss,cabossed
cache,cached
cache,cacheted
cachinnate,cachinnated
cackle,cackled
caddice,caddiced
caddise,caddised
caffle,caffled
cage,caged
caisson,caissoned
cajol,cajoled
calamin,calamined
calcarate,calcarated
calce,calced
calcify,calcified
calcimin,calcimined
calcin,calcined
calculate,calculated
calenture,calentured
calibrate,calibrated
calycle,calycled
calico,calicoed
calyculate,calyculated
caligate,caligated
call,called
callouse,calloused
calluse,callused
calme,calmed
calorize,calorized
calumniate,calumniated
calve,calved
camail,camailed
keel,keeled
camm,cammed
campanulate,campanulated
campsh,campshed
campus,campused
camuse,camused
canadianize,canadianized
canal,canaled
canaliculate,canaliculated
canalise,canalised
canalize,canalized
canall,canalled
cancel,canceled
cancellate,cancellated
cancel,cancelled
cancerate,cancerated
candidate,candidated
candy,candied
candle,candled
candlelight,candlelighted
can,caned
seat,seated
eat,eaten
cannal,cannaled
can,canned
cannelate,cannelated
cannellate,cannellated
cannelure,cannelured
cannibalize,cannibalized
cannonad,cannonaded
cannonball,cannonballed
cannon,cannoned
cannulate,cannulated
cano,canoed
canonicalize,canonicalized
canonise,canonised
canonize,canonized
canoodle,canoodled
can,canted
canter,cantered
cantharidate,cantharidated
cantharidize,cantharidized
cantilate,cantilated
cantillate,cantillated
canulate,canulated
canvase,canvased
canvass,canvassed
capacitate,capacitated
caparison,caparisoned
capernoit,capernoited
capital,capitaled
capitalise,capitalised
capitalize,capitalized
capitate,capitated
capitulate,capitulated
caponise,caponised
caponize,caponized
capriol,caprioled
capsulate,capsulated
capsule,capsuled
capuch,capuched
caracoll,caracolled
caramelise,caramelised
carbolate,carbolated
carbolise,carbolised
carbonate,carbonated
carbonylate,carbonylated
carbonise,carbonised
carboxylate,carboxylated
carbuncle,carbuncled
carburate,carburated
carburet,carbureted
carburise,carburised
carcase,carcased
carcerate,carcerated
devote,devoted
card,carded
cardinalate,cardinalated
cross,crossed
scorch,scorched
caress,caressed
tune,tuned
carfuffle,carfuffled
caribe,caribed
carinate,carinated
carkle,carkled
carnify,carnified
caroll,carolled
carom,caromed
carouse,caroused
pat,pated
rut,rutted
carunculate,carunculated
plank,planked
cascad,cascaded
caseate,caseated
case,cased
casefy,casefied
caseharden,casehardened
casemate,casemated
casement,casemented
cash,cashed
casket,casketed
casserol,casseroled
cast,casted
castellate,castellated
castigate,castigated
cast,castled
castorize,castorized
castrate,castrated
catabolize,catabolized
catalyze,catalyzed
catarrh,catarrhed
catcall,catcalled
catch,catched
catchpol,catchpoled
catchpoll,catchpolled
catechise,catechised
catechize,catechized
categorise,categorised
categorize,categorized
catenate,catenated
corner,cornered
caterwaule,caterwauled
catharize,catharized
cathect,cathected
cathedral,cathedraled
cathedrate,cathedrated
catheterise,catheterised
catheterize,catheterized
catholicise,catholicised
speck,specked
caube,caubeen
caucuse,caucused
caucuss,caucussed
caudate,caudated
cauterise,cauterised
cauterize,cauterized
cavalcad,cavalcaded
cavate,cavated
caveate,caveated
cave,caved
lod,lodged
cavil,caviled
cavill,cavilled
cavitate,cavitated
cavitie,cavitied
cease,ceased
cedar,cedared
ced,ceded
ceil,ceiled
ceilinge,ceilinged
celebrate,celebrated
top,topped
celestialize,celestialized
cellar,cellared
cellate,cellated
cell,celled
cellulate,cellulated
cellulose,cellulosed
covere,covered
cense,censed
censor,censored
censure,censured
censuse,censused
centralise,centralised
centraliz,centralized
centriff,centriffed
centrifugalize,centrifugalized
centrifuge,centrifuged
centuple,centupled
century,centuried
cerate,cerated
cerebrate,cerebrated
cess,cessed
cha,chaed
chackle,chackled
chaf,chafed
chaff,chaffed
chaft,chafted
chagrin,chagrined
chagrin,chagrinned
chain,chained
smoke,smoked
chaire,chaired
chairmane,chairmaned
chairmann,chairmanned
chalice,chaliced
challenge,challenged
chamber,chambered
chamberlet,chamberleted
chamberlet,chamberletted
chammy,chammied
chamoise,chamoised
champagn,champagned
champagnize,champagnized
champion,championed
chance,chanced
drop,dropped
chance,chanceled
chancell,chancelled
poise,poised
take,taken
chandell,chandelled
chanel,chaneled
chanell,chanelled
change,changed
channel,channeled
channelize,channelized
channel,channelled
chant,chanted
chap,chaped
chapel,chapeled
chapell,chapelled
chaperon,chaperoned
chaplet,chapleted
chapournet,chapournetted
chap,chapped
chaptalize,chaptalized
chaptere,chaptered
charactere,charactered
characterise,characterised
characterize,characterized
charbroil,charbroiled
charcoal,charcoaled
chare,chared
charge,charged
chariote,charioted
charivary,charivaried
charque,charqued
charr,charred
chart,charted
charter,chartered
chase,chased
hoop,hooped
mortise,mortised
chasm,chasmed
chass,chassed
chasten,chastened
chastise,chastised
chasuble,chasubled
chat,chatted
chattelize,chattelized
chauffeure,chauffeured
chaunt,chaunted
cheapen,cheapened
cheat,cheated
checkerboard,checkerboarded
checkmate,checkmated
checksum,checksummed
cheer,cheerled
chees,cheesed
cheff,cheffed
chelate,chelated
cherish,cherished
flavore,flavored
chester,chesterbed
collar,collared
chevy,chevied
chevron,chevroned
chew,chewed
chican,chicaned
chicken,chickened
live,livered
chignon,chignoned
child,childbed
child,childed
chylify,chylified
chill,chilled
chim,chimed
chymify,chymified
chimney,chimneyed
chin,chined
chink,chinked
chinse,chinsed
chip,chipped
chirm,chirmed
chisel,chiseled
chisell,chiselled
chisl,chisled
chitchat,chitchatted
chitinize,chitinized
chit,chitted
chitter,chittered
chivary,chivaried
chivy,chivied
chivvy,chivvied
chloralize,chloralized
chloralose,chloralosed
chlor,chlored
chloridate,chloridated
chloridize,chloridized
chlorinate,chlorinated
chlorodize,chlorodized
chloroform,chloroformed
cholecystectomize,cholecystectomized
cholralose,cholralosed
cholterhead,cholterheaded
chondrify,chondrified
chop,chopped
chord,chorded
cho,chored
choreograph,choreographed
chortle,chortled
choruse,chorused
choruss,chorussed
chouse,choused
chowderhead,chowderheaded
chowse,chowsed
christen,christened
chrom,chromed
chromeplate,chromeplated
chromize,chromized
chronicle,chronicled
chub,chubbed
chuckle,chuckled
chucklehead,chuckleheaded
chuff,chuffed
chugalug,chugalugged
chug,chugged
chum,chummed
chunk,chunked
chunter,chuntered
churche,churched
churchify,churchified
churl,churled
chute,chuted
cyanize,cyanized
cyanose,cyanosed
cybernate,cybernated
cicatrise,cicatrised
cicatrize,cicatrized
cycle,cycled
cyclize,cyclized
ciliate,ciliated
bore,bored
cymbal,cymbaled
cymball,cymballed
cinch,cinched
cinchonise,cinchonised
cinchonize,cinchonized
cincture,cinctured
cinematize,cinematized
cingulate,cingulated
cinnamon,cinnamoned
cinquefoil,cinquefoiled
cioffr,cioffred
cypress,cypressed
circuit,circuited
circularise,circularised
circularize,circularized
circulate,circulated
circumambulate,circumambulated
circumcise,circumcised
circumduct,circumducted
circumfuse,circumfused
circummure,circummured
circumnavigate,circumnavigated
circumnutate,circumnutated
circumrotate,circumrotated
circumscribe,circumscribed
circumstance,circumstanced
circumstantiate,circumstantiated
circumvallate,circumvallated
circumvolve,circumvolved
circute,circuted
cirrate,cirrated
cirrhose,cirrhosed
cirrip,cirriped
cist,cisted
cyst,cysted
city,citied
citify,citified
cityfy,cityfied
citizenize,citizenized
citrate,citrated
civilise,civilised
clag,clagged
claybrain,claybrained
clay-dim,clay-dimmed
clamber,clambered
clam,clammed
clamor,clamored
clan,clanged
clangor,clangored
clank,clanked
clarify,clarified
clarion,clarioned
clash,clashed
class,classed
classicise,classicised
classicize,classicized
classify,classified
claught,claughted
clavate,clavated
clavellate,clavellated
clead,cleaded
complexion,complexioned
clean,cleaned
graine,grained
cleanhand,cleanhanded
cleanheart,cleanhearted
liv,lived
cleanse,cleansed
shank,shanked
shave,shaved
clearhead,clearheaded
clearheart,clearhearted
clearstory,clearstoried
sun,sunned
wal,walled
cleate,cleated
cleave,cleaved
cle,cled
cleft,clefted
clem,clemmed
clench,clenched
clerestory,clerestoried
clew,clewed
clich,cliched
cliente,cliented
cliff,cliffed
girdle,girdled
mark,marked
climax,climaxed
climb,climbed
clinch,clinched
cling,clinged
clink,clinked
clypeate,clypeated
clip,clipped
clique,cliqued
clod,clodded
clodpate,clodpated
clog,clogged
cloy,cloyed
cloister,cloistered
clon,cloned
clonk,clonked
buttone,buttoned
clap,clapped
coif,coifed
compact,compacted
couch,couched
crop,cropped
curle,curled
closefist,closefisted
fist,fisted
grate,grated
closehand,closehanded
closehaule,closehauled
haul,hauled
keep,kept
closelip,closelipped
closemouth,closemouthed
pile,piled
reef,reefed
reound,rounded
so,soled
close,closeted
win,winded
clot,clotted
cloture,clotured
cloud-cram,cloud-crammed
lead,led
rock,rocked
surround,surrounded
cloute,clouted
clown,clowned
club,clubbed
clubfist,clubfisted
clubfoote,clubfooted
clubhaule,clubhauled
clue,clued
clunk,clunked
clutch,clutched
clutter,cluttered
coacervate,coacervated
coach,coached
coact,coacted
coadapt,coadapted
coadmire,coadmired
coadmit,coadmitted
coadunate,coadunated
coadventure,coadventured
coage,coaged
coaggregate,coaggregated
coagulate,coagulated
coal,coaled
coalesce,coalesced
coalify,coalified
coalize,coalized
coalsh,coalshed
coannex,coannexed
coapt,coapted
coarct,coarcted
fiber,fibered
coarsen,coarsened
skinn,skinned
speak,spoken
coassist,coassisted
coassume,coassumed
coaste,coasted
coattail,coattailed
coattend,coattended
coattest,coattested
coauther,coauthered
coauthor,coauthored
coax,coaxed
cob,cobbed
cobble,cobbled
cobbleston,cobblestoned
cobweb,cobwebbed
cocainise,cocainised
cocainize,cocainized
cochaire,cochaired
cochleate,cochleated
cockad,cockaded
doo,dooed
cockbill,cockbilled
cockey,cockeyed
cocker,cockered
cocket,cocketed
cockle,cockled
cockneybreed,cockneybred
cockneyfy,cockneyfied
cockscomb,cockscombed
cocktail,cocktailed
thropple,throppled
cocoon,cocooned
cocreate,cocreated
cod,codded
coddle,coddled
code,coded
coderive,coderived
codesign,codesigned
codhead,codheaded
codify,codified
codirect,codirected
coe,coed
coedit,coedited
coelongate,coelongated
coembed,coembedded
coembody,coembodied
coemploy,coemployed
coempt,coempted
coenact,coenacted
coenamor,coenamored
coendure,coendured
coequate,coequated
coerce,coerced
coerect,coerected
coevolve,coevolved
